	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1168	0
2	60	23	1170	18
3	90	131	1053	50
4	120	252	918	88
5	150	364	806	115
6	180	422	756	130
7	210	454	712	161
8	240	505	656	187
9	270	529	636	203
10	300	551	622	216
11	330	560	628	227
12	360	574	598	265
13	390	585	580	287
14	420	591	567	306
15	450	593	577	315
16	480	598	556	349
17	510	604	545	378
18	540	611	536	396
19	570	602	542	404
20	600	509	540	421
21	630	398	516	452
22	660	284	504	474
23	690	214	521	482
24	720	184	534	489
25	750	139	526	514
26	780	115	500	547
27	810	99	496	564
28	840	92	507	568
29	870	82	521	578
30	900	75	503	606
31	930	69	495	630
32	960	68	501	643
33	990	65	512	652
34	1020	62	511	669
35	1050	59	516	687
36	1080	60	505	706
37	1110	62	501	714
38	1140	63	501	726
39	1170	54	490	752
40	1200	54	484	766
41	1230	56	484	782
42	1260	58	489	785
43	1290	56	485	808
44	1320	47	481	830
45	1350	47	481	843
46	1380	50	494	848
47	1410	55	493	859
48	1440	50	482	880
