	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1182	0
2	60	34	1182	10
3	90	150	1068	43
4	120	269	951	67
5	150	388	837	91
6	180	446	789	101
7	210	469	773	115
8	240	496	731	158
9	270	545	668	200
10	300	588	623	231
11	330	614	606	241
12	360	620	616	248
13	390	625	612	270
14	420	635	581	314
15	450	653	557	336
16	480	658	563	348
17	510	667	563	355
18	540	665	575	365
19	570	649	555	407
20	600	563	537	439
21	630	440	539	454
22	660	319	554	459
23	690	254	560	463
24	720	226	540	494
25	750	202	512	531
26	780	159	501	556
27	810	117	507	563
28	840	91	519	563
29	870	83	511	579
30	900	81	485	618
31	930	77	472	643
32	960	62	474	654
33	990	55	481	661
34	1020	47	500	665
35	1050	49	476	703
36	1080	51	445	734
37	1110	46	435	752
38	1140	44	443	758
39	1170	40	453	766
40	1200	42	444	792
41	1230	47	420	825
42	1260	47	411	846
43	1290	50	411	856
44	1320	49	423	858
45	1350	48	423	873
46	1380	51	394	905
47	1410	56	386	918
48	1440	51	386	930
