	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1170
2	60	12	33	1163
3	90	42	140	1059
4	120	71	253	947
5	150	103	346	860
6	180	116	415	796
7	210	137	464	757
8	240	154	499	723
9	270	173	529	688
10	300	193	542	682
11	330	211	549	676
12	360	235	571	646
13	390	257	583	626
14	420	277	589	620
15	450	302	597	596
16	480	333	606	569
17	510	349	615	563
18	540	358	621	567
19	570	374	604	559
20	600	385	502	558
21	630	404	402	549
22	660	413	306	556
23	690	420	239	566
24	720	435	185	571
25	750	444	152	579
26	780	455	128	581
27	810	471	113	581
28	840	487	106	585
29	870	507	90	571
30	900	525	76	585
31	930	533	75	587
32	960	558	73	567
33	990	581	65	564
34	1020	599	63	557
35	1050	607	60	562
36	1080	624	62	555
37	1110	638	60	560
38	1140	651	60	560
39	1170	662	64	562
40	1200	680	66	559
41	1230	698	65	550
42	1260	713	65	551
43	1290	725	61	554
44	1320	740	61	558
45	1350	759	63	548
46	1380	782	65	534
47	1410	796	67	534
48	1440	817	64	536
