	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1178
2	60	9	16	1193
3	90	132	69	1050
4	120	290	95	902
5	150	383	100	823
6	180	410	100	822
7	210	413	100	847
8	240	418	100	854
9	270	419	100	875
10	300	420	100	914
11	330	422	100	945
12	360	422	100	983
13	390	423	100	1020
14	420	425	100	1048
15	450	425	100	1081
16	480	429	163	1054
17	510	484	330	866
18	540	560	420	726
19	570	577	435	712
20	600	492	436	729
21	630	328	436	753
22	660	222	436	778
23	690	187	436	811
24	720	182	436	842
25	750	179	436	870
26	780	181	436	893
27	810	181	436	925
28	840	181	436	953
29	870	180	436	983
30	900	193	513	931
31	930	212	716	737
32	960	247	777	665
33	990	267	787	661
34	1020	236	790	680
35	1050	151	792	698
36	1080	125	792	718
37	1110	118	792	746
38	1140	115	792	768
39	1170	118	792	794
40	1200	116	792	819
41	1230	115	792	844
42	1260	116	792	863
43	1290	112	796	881
44	1320	116	886	807
45	1350	137	1043	650
46	1380	159	1110	572
47	1410	152	1127	566
48	1440	133	1127	585
