	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1167
2	60	29	7	1178
3	90	157	33	1053
4	120	317	54	914
5	150	409	70	835
6	180	457	73	818
7	210	479	97	803
8	240	514	163	736
9	270	580	197	661
10	300	600	211	641
11	330	610	216	654
12	360	615	233	654
13	390	631	276	623
14	420	645	303	607
15	450	652	313	614
16	480	660	316	633
17	510	663	331	629
18	540	664	373	602
19	570	655	407	577
20	600	553	418	588
21	630	397	421	608
22	660	288	436	616
23	690	237	471	596
24	720	218	507	584
25	750	193	518	592
26	780	131	520	601
27	810	102	542	602
28	840	95	586	567
29	870	91	610	560
30	900	80	621	556
31	930	64	626	572
32	960	60	644	570
33	990	54	679	546
34	1020	56	704	525
35	1050	57	714	521
36	1080	47	717	530
37	1110	47	741	522
38	1140	46	769	502
39	1170	50	788	498
40	1200	47	795	509
41	1230	41	803	523
42	1260	36	817	518
43	1290	36	852	499
44	1320	40	878	494
45	1350	38	886	498
46	1380	41	889	505
47	1410	44	907	500
48	1440	45	944	473
