	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	4
2	60	11	1184	16
3	90	46	1072	124
4	120	80	902	282
5	150	87	829	364
6	180	87	833	380
7	210	87	853	385
8	240	87	874	387
9	270	87	900	387
10	300	87	919	388
11	330	87	948	392
12	360	87	976	395
13	390	88	998	395
14	420	146	969	402
15	450	269	826	455
16	480	313	758	522
17	510	320	752	540
18	540	321	767	546
19	570	321	786	541
20	600	321	817	456
21	630	321	843	298
22	660	321	874	198
23	690	321	897	177
24	720	321	924	174
25	750	324	956	174
26	780	389	929	179
27	810	513	791	222
28	840	568	719	251
29	870	575	728	259
30	900	576	747	263
31	930	576	762	265
32	960	576	788	223
33	990	576	807	153
34	1020	576	836	124
35	1050	576	856	115
36	1080	576	894	114
37	1110	581	914	114
38	1140	672	848	124
39	1170	782	732	161
40	1200	812	696	187
41	1230	815	707	191
42	1260	815	731	191
43	1290	815	739	188
44	1320	815	763	152
45	1350	815	791	114
46	1380	815	818	101
47	1410	815	847	97
48	1440	815	878	92
