	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1171	0	1
2	60	1168	20	27
3	90	1045	60	147
4	120	883	100	300
5	150	792	119	395
6	180	783	120	431
7	210	782	121	446
8	240	800	121	449
9	270	821	121	450
10	300	841	121	451
11	330	867	121	454
12	360	892	121	456
13	390	922	121	458
14	420	950	121	458
15	450	985	121	461
16	480	980	154	467
17	510	802	319	503
18	540	640	436	578
19	570	551	482	624
20	600	544	489	543
21	630	552	492	397
22	660	572	492	296
23	690	593	492	249
24	720	604	492	233
25	750	624	492	228
26	780	641	492	227
27	810	660	492	227
28	840	679	492	225
29	870	695	492	226
30	900	709	494	225
31	930	633	580	237
32	960	509	700	253
33	990	427	773	277
34	1020	399	797	260
35	1050	407	802	192
36	1080	414	802	126
37	1110	425	802	99
38	1140	439	802	88
39	1170	449	802	88
40	1200	468	802	86
41	1230	478	802	85
42	1260	498	802	85
43	1290	516	802	86
44	1320	538	802	85
45	1350	519	837	84
46	1380	411	942	100
47	1410	346	1013	103
48	1440	334	1027	104
