	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	1	1177
2	60	20	25	1163
3	90	50	134	1059
4	120	93	278	911
5	150	120	380	803
6	180	135	449	749
7	210	158	504	690
8	240	183	552	640
9	270	207	582	599
10	300	229	598	578
11	330	247	606	568
12	360	270	623	543
13	390	282	632	551
14	420	294	641	546
15	450	317	645	539
16	480	333	653	535
17	510	348	658	538
18	540	355	659	554
19	570	368	648	555
20	600	383	559	553
21	630	395	414	556
22	660	410	312	563
23	690	425	240	568
24	720	442	188	564
25	750	465	145	555
26	780	480	107	558
27	810	494	94	565
28	840	517	88	560
29	870	538	79	556
30	900	552	66	554
31	930	566	57	561
32	960	584	55	556
33	990	600	54	546
34	1020	615	51	547
35	1050	629	48	551
36	1080	642	47	560
37	1110	665	50	555
38	1140	686	51	549
39	1170	698	49	558
40	1200	718	52	546
41	1230	728	55	550
42	1260	745	52	550
43	1290	760	50	547
44	1320	776	51	550
45	1350	787	51	553
46	1380	801	53	553
47	1410	823	56	548
48	1440	835	56	559
