	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1177
2	60	31	19	1156
3	90	160	58	1024
4	120	335	100	849
5	150	425	119	773
6	180	448	121	765
7	210	458	121	787
8	240	465	122	813
9	270	469	149	808
10	300	509	220	716
11	330	566	289	610
12	360	610	307	573
13	390	617	310	582
14	420	619	310	600
15	450	620	310	619
16	480	621	326	636
17	510	637	395	565
18	540	656	455	497
19	570	648	479	477
20	600	541	484	484
21	630	377	485	497
22	660	261	485	514
23	690	234	492	522
24	720	228	546	474
25	750	235	599	415
26	780	243	616	404
27	810	212	618	408
28	840	158	619	414
29	870	108	619	426
30	900	99	622	437
31	930	100	669	396
32	960	105	710	371
33	990	112	734	350
34	1020	103	738	366
35	1050	79	739	382
36	1080	70	739	392
37	1110	64	739	403
38	1140	66	759	388
39	1170	66	810	351
40	1200	74	833	326
41	1230	71	840	334
42	1260	58	841	343
43	1290	47	841	355
44	1320	44	841	373
45	1350	42	856	370
46	1380	48	900	337
47	1410	52	940	302
48	1440	56	944	303
