	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1164
2	60	25	16	1157
3	90	122	39	1081
4	120	258	68	959
5	150	362	98	860
6	180	427	110	808
7	210	445	114	810
8	240	451	116	832
9	270	451	116	853
10	300	451	116	882
11	330	453	116	911
12	360	455	116	939
13	390	457	116	964
14	420	457	116	991
15	450	460	116	1020
16	480	460	116	1046
17	510	461	116	1086
18	540	462	131	1103
19	570	462	244	1016
20	600	449	406	819
21	630	361	503	695
22	660	290	561	630
23	690	229	570	628
24	720	208	572	647
25	750	203	572	660
26	780	204	572	686
27	810	207	572	709
28	840	206	572	728
29	870	204	572	747
30	900	203	572	776
31	930	204	572	803
32	960	205	572	843
33	990	204	572	868
34	1020	205	572	902
35	1050	205	595	911
36	1080	216	744	776
37	1110	179	877	650
38	1140	142	960	565
39	1170	116	994	550
40	1200	101	1003	554
41	1230	99	1004	576
42	1260	96	1005	601
43	1290	94	1005	617
44	1320	94	1005	629
45	1350	94	1005	641
46	1380	94	1005	666
47	1410	96	1005	689
48	1440	96	1005	708
