	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1173	7	0
2	60	1187	16	9
3	90	1072	123	57
4	120	907	298	85
5	150	861	373	89
6	180	864	398	89
7	210	886	403	89
8	240	912	404	89
9	270	936	407	89
10	300	954	407	89
11	330	975	409	89
12	360	1019	409	89
13	390	1047	414	89
14	420	1065	416	112
15	450	948	448	243
16	480	821	499	357
17	510	788	539	377
18	540	808	542	382
19	570	831	540	382
20	600	860	465	382
21	630	892	280	382
22	660	931	189	382
23	690	961	159	382
24	720	989	154	382
25	750	1005	154	382
26	780	1013	152	390
27	810	919	170	499
28	840	791	209	622
29	870	743	251	650
30	900	756	254	655
31	930	767	253	656
32	960	796	233	656
33	990	824	179	656
34	1020	867	140	656
35	1050	902	126	656
36	1080	941	125	656
37	1110	969	123	656
38	1140	1000	124	658
39	1170	943	130	742
40	1200	802	157	878
41	1230	736	190	927
42	1260	738	201	937
43	1290	753	203	939
44	1320	783	188	939
45	1350	809	157	939
46	1380	833	114	939
47	1410	852	104	939
48	1440	884	102	939
