	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1177	1	0
2	60	1170	30	17
3	90	1062	143	49
4	120	942	266	77
5	150	826	375	109
6	180	768	448	121
7	210	775	465	125
8	240	786	475	125
9	270	797	479	125
10	300	818	481	127
11	330	779	496	182
12	360	677	537	271
13	390	591	588	323
14	420	543	629	351
15	450	528	642	366
16	480	529	650	367
17	510	536	651	370
18	540	547	653	370
19	570	560	635	371
20	600	533	543	412
21	630	504	435	452
22	660	476	332	488
23	690	463	258	513
24	720	469	233	520
25	750	473	225	521
26	780	490	222	521
27	810	510	219	522
28	840	522	209	525
29	870	491	175	571
30	900	452	134	620
31	930	420	97	660
32	960	406	83	677
33	990	411	78	679
34	1020	426	78	680
35	1050	441	75	680
36	1080	454	74	680
37	1110	450	74	690
38	1140	407	64	736
39	1170	380	56	780
40	1200	350	54	822
41	1230	337	51	839
42	1260	346	51	846
43	1290	356	51	846
44	1320	363	51	846
45	1350	371	51	846
46	1380	374	48	862
47	1410	333	48	903
48	1440	296	46	940
