	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1182	0
2	60	29	1176	20
3	90	119	1083	53
4	120	248	948	87
5	150	343	849	115
6	180	404	798	127
7	210	433	785	132
8	240	439	803	132
9	270	439	833	132
10	300	443	858	132
11	330	443	889	132
12	360	444	927	132
13	390	445	951	132
14	420	449	915	199
15	450	480	796	311
16	480	515	714	385
17	510	539	668	435
18	540	559	640	457
19	570	550	655	461
20	600	470	681	462
21	630	342	710	462
22	660	238	731	463
23	690	174	745	463
24	720	141	769	463
25	750	136	793	463
26	780	135	783	496
27	810	144	702	595
28	840	166	601	696
29	870	176	559	750
30	900	189	532	782
31	930	194	535	787
32	960	169	547	787
33	990	132	562	788
34	1020	110	585	788
35	1050	88	608	788
36	1080	80	632	788
37	1110	80	653	788
38	1140	83	651	804
39	1170	85	586	899
40	1200	100	494	991
41	1230	103	447	1048
42	1260	106	426	1079
43	1290	105	429	1090
44	1320	100	438	1091
45	1350	75	455	1091
46	1380	61	468	1091
47	1410	48	487	1091
48	1440	41	506	1091
