	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1180	5
2	60	12	1194	23
3	90	48	1093	128
4	120	79	947	275
5	150	118	829	385
6	180	132	793	435
7	210	134	793	454
8	240	134	812	454
9	270	134	832	455
10	300	134	863	456
11	330	163	871	461
12	360	272	761	489
13	390	344	664	532
14	420	389	596	572
15	450	399	591	588
16	480	404	594	601
17	510	405	614	602
18	540	405	634	600
19	570	405	657	587
20	600	415	668	504
21	630	490	611	368
22	660	568	537	268
23	690	599	495	230
24	720	609	482	221
25	750	611	496	221
26	780	611	520	221
27	810	611	531	220
28	840	611	544	217
29	870	611	556	198
30	900	645	543	170
31	930	699	490	139
32	960	746	445	131
33	990	768	426	127
34	1020	776	426	130
35	1050	777	437	130
36	1080	777	450	130
37	1110	777	458	126
38	1140	777	471	120
39	1170	800	458	108
40	1200	851	414	91
41	1230	910	371	84
42	1260	942	344	85
43	1290	948	344	86
44	1320	949	350	87
45	1350	949	363	87
46	1380	949	364	83
47	1410	949	379	78
48	1440	954	389	64
