	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1164	2	1
2	60	1153	25	23
3	90	1049	141	55
4	120	903	294	92
5	150	814	392	111
6	180	754	463	122
7	210	755	487	125
8	240	774	496	126
9	270	801	496	126
10	300	829	499	126
11	330	842	500	135
12	360	777	523	205
13	390	661	569	295
14	420	575	616	360
15	450	550	646	381
16	480	556	654	384
17	510	577	657	385
18	540	604	658	385
19	570	619	645	385
20	600	632	548	385
21	630	618	396	414
22	660	551	294	494
23	690	480	234	555
24	720	456	215	586
25	750	441	219	602
26	780	455	220	605
27	810	472	217	605
28	840	482	216	605
29	870	511	205	605
30	900	536	157	606
31	930	515	114	640
32	960	441	91	718
33	990	404	88	761
34	1020	386	87	791
35	1050	390	86	797
36	1080	399	85	799
37	1110	409	85	799
38	1140	415	84	799
39	1170	422	80	799
40	1200	432	62	801
41	1230	391	53	854
42	1260	348	47	902
43	1290	323	49	935
44	1320	315	53	949
45	1350	317	54	952
46	1380	332	55	952
47	1410	344	55	952
48	1440	350	50	952
