	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1168	0
2	60	18	1177	15
3	90	70	1038	134
4	120	98	837	333
5	150	109	753	435
6	180	132	681	498
7	210	146	650	539
8	240	155	629	571
9	270	165	621	587
10	300	177	615	601
11	330	187	614	615
12	360	204	621	618
13	390	223	617	623
14	420	234	619	623
15	450	251	623	626
16	480	270	621	630
17	510	284	621	634
18	540	307	623	635
19	570	331	621	630
20	600	338	635	548
21	630	354	639	334
22	660	383	634	214
23	690	394	634	161
24	720	403	639	114
25	750	423	638	83
26	780	436	643	70
27	810	448	655	58
28	840	468	653	46
29	870	492	652	42
30	900	497	663	39
31	930	518	658	42
32	960	538	651	43
33	990	548	667	41
34	1020	561	680	39
35	1050	577	682	42
36	1080	584	703	44
37	1110	614	693	49
38	1140	632	690	55
39	1170	642	693	56
40	1200	668	687	52
41	1230	693	679	56
42	1260	699	686	56
43	1290	725	681	54
44	1320	752	670	54
45	1350	763	673	56
46	1380	782	669	59
47	1410	804	669	60
48	1440	816	680	60
