	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1181
2	60	18	17	1186
3	90	133	54	1060
4	120	279	77	913
5	150	374	92	835
6	180	414	100	821
7	210	436	139	788
8	240	484	184	724
9	270	536	217	662
10	300	564	234	634
11	330	572	235	642
12	360	578	266	632
13	390	588	313	601
14	420	605	339	593
15	450	616	348	595
16	480	621	348	621
17	510	624	374	610
18	540	633	422	589
19	570	631	448	580
20	600	541	452	594
21	630	389	456	605
22	660	286	481	601
23	690	245	547	554
24	720	232	569	549
25	750	194	578	551
26	780	139	584	566
27	810	110	615	551
28	840	101	663	515
29	870	100	679	513
30	900	94	682	535
31	930	78	689	543
32	960	70	728	518
33	990	69	772	485
34	1020	72	784	483
35	1050	65	784	500
36	1080	60	791	515
37	1110	58	824	491
38	1140	61	858	467
39	1170	60	875	472
40	1200	52	880	478
41	1230	46	888	483
42	1260	44	926	460
43	1290	50	961	443
44	1320	54	972	438
45	1350	53	974	446
46	1380	49	987	451
47	1410	50	1016	434
48	1440	55	1048	412
