	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	0	1169
2	60	14	26	1161
3	90	51	111	1062
4	120	81	262	920
5	150	120	364	808
6	180	132	420	756
7	210	137	441	763
8	240	138	445	781
9	270	138	448	808
10	300	138	450	841
11	330	138	450	881
12	360	138	451	906
13	390	138	453	932
14	420	138	453	956
15	450	138	454	984
16	480	138	457	1010
17	510	138	463	1039
18	540	151	464	1066
19	570	267	472	959
20	600	415	450	773
21	630	500	367	655
22	660	553	278	595
23	690	564	222	600
24	720	565	203	619
25	750	565	199	636
26	780	565	196	647
27	810	565	196	669
28	840	565	196	697
29	870	565	196	722
30	900	565	197	741
31	930	565	198	771
32	960	565	198	786
33	990	565	198	813
34	1020	565	191	831
35	1050	578	193	840
36	1080	695	183	745
37	1110	814	156	626
38	1140	893	119	544
39	1170	929	105	514
40	1200	936	97	515
41	1230	936	87	544
42	1260	936	85	560
43	1290	936	84	578
44	1320	936	85	592
45	1350	936	86	611
46	1380	936	85	632
47	1410	936	84	647
48	1440	936	84	665
