	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1180
2	60	26	11	1174
3	90	140	47	1057
4	120	253	60	965
5	150	365	91	853
6	180	431	105	796
7	210	454	108	803
8	240	461	109	825
9	270	467	109	842
10	300	468	138	842
11	330	493	208	770
12	360	527	262	699
13	390	573	300	642
14	420	591	320	630
15	450	601	326	632
16	480	606	327	644
17	510	609	327	663
18	540	610	333	679
19	570	608	407	622
20	600	527	464	569
21	630	419	504	533
22	660	327	520	531
23	690	235	524	541
24	720	212	524	559
25	750	203	524	579
26	780	199	527	604
27	810	201	567	592
28	840	193	631	537
29	870	164	658	520
30	900	120	684	503
31	930	105	690	510
32	960	95	691	519
33	990	88	691	537
34	1020	86	691	557
35	1050	86	722	540
36	1080	83	787	490
37	1110	78	824	454
38	1140	67	844	447
39	1170	62	852	454
40	1200	57	856	465
41	1230	55	856	484
42	1260	56	856	501
43	1290	55	882	485
44	1320	58	935	443
45	1350	51	983	401
46	1380	54	1006	379
47	1410	48	1023	365
48	1440	45	1030	383
