	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1164	0
2	60	31	1156	18
3	90	125	1073	47
4	120	254	930	90
5	150	351	830	114
6	180	424	749	155
7	210	479	696	174
8	240	518	651	192
9	270	549	616	216
10	300	563	605	239
11	330	577	592	258
12	360	589	582	274
13	390	597	567	296
14	420	602	576	307
15	450	605	572	324
16	480	607	570	339
17	510	611	566	353
18	540	612	577	367
19	570	596	571	383
20	600	523	584	392
21	630	389	594	404
22	660	295	590	421
23	690	227	586	433
24	720	165	595	443
25	750	132	602	454
26	780	104	594	475
27	810	91	591	490
28	840	77	591	510
29	870	65	595	530
30	900	57	591	546
31	930	58	593	566
32	960	59	603	575
33	990	58	606	587
34	1020	55	609	600
35	1050	54	620	614
36	1080	55	616	634
37	1110	52	620	652
38	1140	54	619	670
39	1170	50	623	685
40	1200	48	630	698
41	1230	47	625	717
42	1260	45	639	731
43	1290	43	644	758
44	1320	41	633	775
45	1350	48	638	787
46	1380	47	639	810
47	1410	51	634	827
48	1440	50	636	841
