	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1178	1	0
2	60	1178	33	22
3	90	1081	145	55
4	120	939	285	82
5	150	838	397	105
6	180	845	429	109
7	210	819	443	144
8	240	751	480	203
9	270	681	537	243
10	300	671	565	248
11	330	688	572	250
12	360	663	578	290
13	390	607	597	341
14	420	584	614	370
15	450	583	619	383
16	480	592	622	387
17	510	578	625	414
18	540	540	634	453
19	570	517	624	482
20	600	531	533	487
21	630	545	386	490
22	660	541	271	517
23	690	513	241	549
24	720	503	230	572
25	750	511	201	574
26	780	526	149	579
27	810	515	115	606
28	840	498	111	644
29	870	495	107	658
30	900	509	90	658
31	930	521	75	666
32	960	507	71	695
33	990	473	75	734
34	1020	462	80	749
35	1050	480	75	754
36	1080	490	65	759
37	1110	472	60	788
38	1140	441	62	830
39	1170	437	62	842
40	1200	446	56	844
41	1230	453	54	851
42	1260	432	49	885
43	1290	408	53	917
44	1320	406	52	927
45	1350	414	50	928
46	1380	415	46	940
47	1410	389	53	968
48	1440	376	53	989
