	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	3
2	60	1161	14	30
3	90	1066	48	122
4	120	925	77	257
5	150	812	105	363
6	180	759	117	426
7	210	767	121	448
8	240	786	122	455
9	270	806	122	457
10	300	840	125	459
11	330	804	177	469
12	360	702	266	511
13	390	613	330	553
14	420	577	361	578
15	450	572	371	595
16	480	578	374	602
17	510	591	374	603
18	540	612	374	601
19	570	615	375	591
20	600	570	421	513
21	630	522	480	389
22	660	493	516	288
23	690	462	546	238
24	720	464	561	211
25	750	493	561	206
26	780	502	561	206
27	810	520	561	208
28	840	533	566	203
29	870	510	605	163
30	900	457	668	136
31	930	428	712	106
32	960	424	733	91
33	990	429	740	85
34	1020	436	745	84
35	1050	449	745	83
36	1080	469	745	81
37	1110	489	745	80
38	1140	467	777	69
39	1170	423	830	60
40	1200	384	877	46
41	1230	374	895	47
42	1260	387	900	48
43	1290	404	902	44
44	1320	419	902	41
45	1350	432	902	42
46	1380	442	905	40
47	1410	403	949	37
48	1440	365	995	36
