	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1163	4
2	60	9	1180	15
3	90	51	1071	115
4	120	73	927	260
5	150	73	894	319
6	180	74	897	335
7	210	74	927	337
8	240	77	956	341
9	270	146	908	360
10	300	203	821	417
11	330	219	797	449
12	360	220	814	459
13	390	220	833	462
14	420	220	861	465
15	450	257	837	467
16	480	323	767	499
17	510	349	746	520
18	540	354	763	523
19	570	354	779	518
20	600	354	808	433
21	630	369	815	286
22	660	446	755	232
23	690	485	718	232
24	720	493	725	240
25	750	497	744	240
26	780	497	765	230
27	810	498	789	185
28	840	550	749	151
29	870	627	667	165
30	900	641	664	174
31	930	641	689	176
32	960	641	719	177
33	990	641	732	152
34	1020	659	746	126
35	1050	727	690	136
36	1080	757	672	153
37	1110	764	684	161
38	1140	764	709	159
39	1170	764	727	150
40	1200	772	740	131
41	1230	843	690	125
42	1260	895	648	132
43	1290	904	645	145
44	1320	905	667	141
45	1350	905	686	134
46	1380	906	703	113
47	1410	955	671	106
48	1440	1027	614	111
