	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1165	0	2
2	60	1168	16	20
3	90	1028	64	143
4	120	859	98	304
5	150	770	110	411
6	180	764	115	437
7	210	782	115	439
8	240	815	115	441
9	270	835	115	445
10	300	863	115	448
11	330	895	115	450
12	360	931	115	455
13	390	958	115	457
14	420	984	115	458
15	450	1021	115	461
16	480	1049	116	465
17	510	987	199	473
18	540	791	378	522
19	570	657	468	574
20	600	628	488	509
21	630	638	489	351
22	660	661	491	229
23	690	677	491	195
24	720	709	491	191
25	750	732	491	191
26	780	759	491	187
27	810	782	491	189
28	840	801	491	187
29	870	830	491	181
30	900	859	491	180
31	930	896	492	179
32	960	818	585	181
33	990	650	751	210
34	1020	536	853	246
35	1050	517	863	224
36	1080	531	865	159
37	1110	544	865	125
38	1140	573	865	119
39	1170	595	865	114
40	1200	612	865	112
41	1230	621	865	114
42	1260	647	865	113
43	1290	664	865	112
44	1320	686	865	111
45	1350	716	865	110
46	1380	731	867	112
47	1410	674	942	118
48	1440	529	1093	137
