	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1177	2	0
2	60	1210	2	3
3	90	1178	46	26
4	120	1109	126	43
5	150	1112	146	47
6	180	1134	154	47
7	210	1168	154	51
8	240	1143	173	93
9	270	1095	216	132
10	300	1085	244	138
11	330	1121	249	138
12	360	1166	252	138
13	390	1168	264	163
14	420	1135	291	203
15	450	1126	315	218
16	480	1148	322	220
17	510	1180	324	220
18	540	1210	323	230
19	570	1195	333	265
20	600	1193	317	280
21	630	1220	241	281
22	660	1248	216	281
23	690	1275	205	285
24	720	1272	217	306
25	750	1281	220	326
26	780	1298	182	333
27	810	1328	151	333
28	840	1367	144	333
29	870	1392	142	355
30	900	1383	151	384
31	930	1407	138	388
32	960	1439	116	388
33	990	1474	109	389
34	1020	1514	112	391
35	1050	1487	121	438
36	1080	1488	131	461
37	1110	1518	119	463
38	1140	1553	113	463
39	1170	1585	111	466
40	1200	1592	119	492
41	1230	1583	130	522
42	1260	1621	129	526
43	1290	1650	125	526
44	1320	1683	128	526
45	1350	1692	128	555
46	1380	1674	143	600
47	1410	1706	147	610
48	1440	1737	136	614
