	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1169
2	60	21	9	1178
3	90	143	53	1036
4	120	304	81	870
5	150	373	83	819
6	180	388	83	836
7	210	391	83	851
8	240	398	83	859
9	270	398	83	887
10	300	401	83	908
11	330	403	83	935
12	360	404	83	975
13	390	409	83	1007
14	420	410	107	1005
15	450	437	229	871
16	480	507	311	739
17	510	531	331	715
18	540	541	334	724
19	570	535	334	737
20	600	447	334	758
21	630	260	334	771
22	660	183	334	798
23	690	162	334	824
24	720	159	334	847
25	750	154	334	867
26	780	154	339	892
27	810	169	456	786
28	840	205	580	649
29	870	228	608	615
30	900	230	613	635
31	930	231	613	659
32	960	213	613	685
33	990	143	613	702
34	1020	113	613	729
35	1050	103	613	753
36	1080	100	613	781
37	1110	100	613	817
38	1140	99	616	840
39	1170	102	701	771
40	1200	135	819	640
41	1230	155	865	592
42	1260	165	870	594
43	1290	166	870	611
44	1320	157	870	627
45	1350	121	870	650
46	1380	94	870	664
47	1410	86	870	699
48	1440	84	870	718
