	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1168	0
2	60	8	1179	27
3	90	46	1058	140
4	120	79	934	258
5	150	104	829	361
6	180	115	786	420
7	210	115	795	439
8	240	115	810	448
9	270	115	825	451
10	300	115	855	452
11	330	115	882	453
12	360	115	911	456
13	390	115	944	458
14	420	115	973	460
15	450	139	981	463
16	480	291	825	490
17	510	399	679	555
18	540	456	601	598
19	570	484	563	603
20	600	487	567	520
21	630	487	576	396
22	660	487	594	286
23	690	487	623	215
24	720	487	644	194
25	750	487	659	185
26	780	487	680	181
27	810	487	707	182
28	840	491	727	182
29	870	573	666	186
30	900	680	558	206
31	930	750	477	234
32	960	776	447	249
33	990	784	455	235
34	1020	784	459	177
35	1050	785	471	131
36	1080	785	486	106
37	1110	785	499	92
38	1140	785	517	93
39	1170	785	542	93
40	1200	785	560	95
41	1230	785	578	95
42	1260	816	569	100
43	1290	928	464	107
44	1320	1015	384	116
45	1350	1048	357	118
46	1380	1060	349	117
47	1410	1063	356	101
48	1440	1063	365	65
