	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1180
2	60	12	14	1186
3	90	134	49	1063
4	120	281	82	919
5	150	387	100	817
6	180	411	104	810
7	210	436	125	788
8	240	473	178	716
9	270	521	207	659
10	300	549	217	637
11	330	553	222	647
12	360	562	246	629
13	390	585	287	588
14	420	604	310	565
15	450	617	318	563
16	480	621	324	576
17	510	623	349	572
18	540	633	386	541
19	570	640	404	525
20	600	551	418	527
21	630	399	421	543
22	660	284	443	536
23	690	248	479	512
24	720	231	496	503
25	750	205	502	513
26	780	156	506	521
27	810	125	538	500
28	840	123	581	462
29	870	119	595	453
30	900	102	599	463
31	930	86	604	472
32	960	70	630	457
33	990	71	661	437
34	1020	72	675	435
35	1050	70	678	439
36	1080	57	686	448
37	1110	54	717	429
38	1140	55	750	416
39	1170	58	763	410
40	1200	57	768	422
41	1230	51	774	425
42	1260	52	803	410
43	1290	53	831	394
44	1320	53	842	396
45	1350	48	845	405
46	1380	43	852	415
47	1410	44	892	390
48	1440	44	916	377
