	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1161	0	0
2	60	1145	14	32
3	90	1021	58	143
4	120	869	91	304
5	150	774	108	409
6	180	767	111	439
7	210	758	119	461
8	240	708	163	483
9	270	626	211	534
10	300	554	244	584
11	330	553	251	602
12	360	568	251	607
13	390	552	279	612
14	420	508	328	625
15	450	501	351	639
16	480	488	363	649
17	510	499	364	652
18	540	512	369	652
19	570	496	402	638
20	600	465	443	540
21	630	451	461	393
22	660	453	463	273
23	690	465	465	239
24	720	459	486	215
25	750	419	536	199
26	780	406	558	156
27	810	407	569	110
28	840	416	570	87
29	870	426	574	79
30	900	400	612	80
31	930	378	645	77
32	960	370	664	65
33	990	373	667	55
34	1020	381	668	54
35	1050	378	682	54
36	1080	359	709	53
37	1110	360	729	50
38	1140	359	735	48
39	1170	362	739	45
40	1200	381	746	43
41	1230	362	774	44
42	1260	360	792	43
43	1290	357	800	42
44	1320	366	801	39
45	1350	382	801	38
46	1380	373	816	38
47	1410	350	845	40
48	1440	337	863	38
