	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1166	1
2	60	37	1164	9
3	90	148	1075	34
4	120	282	955	62
5	150	392	840	90
6	180	455	790	101
7	210	474	795	105
8	240	478	825	105
9	270	479	852	105
10	300	483	880	105
11	330	488	906	105
12	360	488	931	105
13	390	488	960	105
14	420	490	985	105
15	450	501	966	156
16	480	542	820	295
17	510	601	671	405
18	540	655	587	457
19	570	659	566	472
20	600	571	576	474
21	630	437	595	475
22	660	325	608	475
23	690	255	631	475
24	720	229	649	475
25	750	225	670	475
26	780	223	687	475
27	810	220	708	475
28	840	218	696	503
29	870	224	594	617
30	900	244	486	714
31	930	258	447	757
32	960	260	435	773
33	990	231	449	775
34	1020	168	460	775
35	1050	110	470	775
36	1080	83	482	775
37	1110	70	504	775
38	1140	68	525	775
39	1170	69	537	775
40	1200	67	565	775
41	1230	68	563	786
42	1260	75	491	862
43	1290	87	412	942
44	1320	97	369	987
45	1350	103	353	1004
46	1380	101	361	1010
47	1410	81	371	1012
48	1440	67	378	1012
