	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1185	0	1
2	60	1169	17	33
3	90	1055	59	149
4	120	922	81	288
5	150	830	104	378
6	180	790	115	427
7	210	781	115	448
8	240	808	115	454
9	270	840	115	455
10	300	857	119	458
11	330	803	172	472
12	360	693	254	517
13	390	607	309	568
14	420	579	332	598
15	450	578	342	608
16	480	578	343	615
17	510	598	344	616
18	540	622	344	615
19	570	638	353	594
20	600	579	416	506
21	630	505	488	394
22	660	485	522	303
23	690	461	542	255
24	720	476	543	233
25	750	486	545	224
26	780	504	545	224
27	810	520	546	223
28	840	515	572	213
29	870	455	645	183
30	900	421	688	134
31	930	398	716	110
32	960	402	720	104
33	990	423	720	96
34	1020	440	720	94
35	1050	452	720	94
36	1080	467	723	94
37	1110	448	754	85
38	1140	390	823	71
39	1170	364	859	64
40	1200	362	876	52
41	1230	369	881	50
42	1260	383	882	48
43	1290	395	882	47
44	1320	411	882	48
45	1350	418	889	48
46	1380	377	946	43
47	1410	342	990	39
48	1440	333	1004	32
