	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	7
2	60	11	1174	30
3	90	35	1062	150
4	120	74	920	281
5	150	109	828	362
6	180	125	758	436
7	210	128	752	463
8	240	131	771	471
9	270	159	762	479
10	300	219	701	500
11	330	257	649	535
12	360	284	607	570
13	390	294	600	590
14	420	301	600	598
15	450	303	621	600
16	480	318	626	601
17	510	371	582	609
18	540	414	546	623
19	570	449	520	619
20	600	464	516	517
21	630	471	528	385
22	660	471	538	297
23	690	481	546	226
24	720	534	509	200
25	750	567	485	195
26	780	602	470	193
27	810	617	458	181
28	840	621	470	154
29	870	621	491	121
30	900	627	494	95
31	930	664	470	88
32	960	702	457	90
33	990	725	442	95
34	1020	743	431	96
35	1050	744	442	76
36	1080	744	465	67
37	1110	747	477	63
38	1140	787	445	61
39	1170	829	415	59
40	1200	853	393	60
41	1230	867	390	57
42	1260	877	386	51
43	1290	878	401	48
44	1320	879	414	41
45	1350	912	394	41
46	1380	946	364	43
47	1410	965	361	44
48	1440	988	347	46
