	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1165	0
2	60	24	1168	12
3	90	152	1021	50
4	120	293	878	77
5	150	385	799	88
6	180	427	777	92
7	210	447	756	113
8	240	494	690	163
9	270	542	628	195
10	300	572	602	205
11	330	586	609	206
12	360	594	604	224
13	390	613	560	272
14	420	627	521	307
15	450	636	519	313
16	480	638	535	314
17	510	640	521	340
18	540	644	488	387
19	570	637	485	403
20	600	543	485	407
21	630	390	501	409
22	660	290	492	432
23	690	244	454	479
24	720	231	449	492
25	750	189	461	497
26	780	146	470	500
27	810	109	462	523
28	840	107	431	553
29	870	100	435	565
30	900	83	449	570
31	930	72	464	574
32	960	60	453	607
33	990	65	446	635
34	1020	67	450	644
35	1050	67	457	649
36	1080	59	462	653
37	1110	55	439	692
38	1140	59	422	714
39	1170	59	428	724
40	1200	56	441	726
41	1230	52	448	733
42	1260	51	427	771
43	1290	53	418	791
44	1320	55	413	808
45	1350	43	425	811
46	1380	42	429	821
47	1410	46	400	858
48	1440	50	379	891
