	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1170
2	60	30	24	1139
3	90	166	62	991
4	120	318	90	848
5	150	419	98	756
6	180	443	100	753
7	210	447	100	771
8	240	449	100	792
9	270	451	100	816
10	300	452	100	840
11	330	454	100	868
12	360	455	100	900
13	390	457	100	909
14	420	466	100	931
15	450	468	100	955
16	480	469	101	977
17	510	481	179	918
18	540	527	366	708
19	570	573	462	583
20	600	467	481	572
21	630	313	482	587
22	660	196	483	611
23	690	169	483	633
24	720	167	483	653
25	750	168	483	679
26	780	168	483	691
27	810	168	483	707
28	840	167	483	729
29	870	166	483	749
30	900	166	483	774
31	930	156	484	798
32	960	161	556	744
33	990	183	715	588
34	1020	202	790	507
35	1050	174	805	496
36	1080	114	806	512
37	1110	97	806	526
38	1140	90	806	536
39	1170	87	806	559
40	1200	85	806	576
41	1230	82	806	594
42	1260	80	806	613
43	1290	81	806	632
44	1320	83	806	650
45	1350	82	806	666
46	1380	83	807	688
47	1410	89	883	628
48	1440	104	1023	494
