	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1184
2	60	16	20	1179
3	90	61	159	1039
4	120	93	295	904
5	150	106	393	820
6	180	109	429	803
7	210	109	435	817
8	240	109	439	840
9	270	109	440	867
10	300	109	441	902
11	330	109	444	931
12	360	109	448	959
13	390	109	453	981
14	420	109	453	1005
15	450	124	454	1025
16	480	259	481	897
17	510	423	544	702
18	540	476	607	606
19	570	484	622	592
20	600	486	519	601
21	630	486	370	614
22	660	486	258	634
23	690	486	215	655
24	720	486	206	676
25	750	486	201	698
26	780	486	201	723
27	810	486	199	744
28	840	487	197	761
29	870	537	203	728
30	900	692	227	570
31	930	776	253	490
32	960	798	264	480
33	990	804	251	483
34	1020	804	198	499
35	1050	804	128	513
36	1080	804	99	526
37	1110	804	94	543
38	1140	804	91	554
39	1170	804	93	575
40	1200	804	94	599
41	1230	804	95	621
42	1260	807	96	635
43	1290	901	102	550
44	1320	1019	126	428
45	1350	1067	136	387
46	1380	1080	134	387
47	1410	1080	110	416
48	1440	1080	85	427
