	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1175
2	60	24	13	1162
3	90	121	42	1067
4	120	257	69	921
5	150	343	91	835
6	180	410	104	782
7	210	430	110	780
8	240	454	143	751
9	270	489	175	706
10	300	529	208	659
11	330	548	221	653
12	360	555	225	667
13	390	560	250	663
14	420	567	293	642
15	450	581	323	625
16	480	586	337	628
17	510	591	343	636
18	540	593	353	641
19	570	584	394	621
20	600	505	424	606
21	630	362	441	607
22	660	274	452	616
23	690	204	461	628
24	720	185	496	602
25	750	168	528	582
26	780	136	560	565
27	810	105	571	567
28	840	82	574	583
29	870	73	597	571
30	900	75	646	526
31	930	74	666	530
32	960	67	684	522
33	990	62	688	531
34	1020	58	698	542
35	1050	59	733	525
36	1080	66	755	506
37	1110	65	773	494
38	1140	63	780	503
39	1170	62	786	520
40	1200	59	823	503
41	1230	55	848	496
42	1260	56	873	487
43	1290	54	880	493
44	1320	54	883	499
45	1350	56	898	495
46	1380	55	932	477
47	1410	51	957	469
48	1440	50	971	473
