	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	1	3
2	60	1167	15	24
3	90	1045	49	141
4	120	918	79	269
5	150	818	108	363
6	180	752	122	441
7	210	724	127	483
8	240	730	127	493
9	270	738	128	498
10	300	755	128	498
11	330	775	128	498
12	360	800	128	499
13	390	836	128	499
14	420	870	128	499
15	450	897	128	499
16	480	917	128	500
17	510	937	128	502
18	540	968	128	502
19	570	948	168	494
20	600	790	316	438
21	630	649	432	344
22	660	545	520	290
23	690	493	550	250
24	720	481	561	207
25	750	489	561	194
26	780	516	561	190
27	810	534	561	191
28	840	551	561	194
29	870	574	561	194
30	900	591	561	196
31	930	619	561	196
32	960	634	561	200
33	990	644	561	202
34	1020	662	561	203
35	1050	691	561	201
36	1080	689	579	202
37	1110	598	684	177
38	1140	492	794	153
39	1170	437	860	134
40	1200	409	897	101
41	1230	405	910	85
42	1260	411	911	82
43	1290	425	911	81
44	1320	439	911	82
45	1350	451	911	79
46	1380	455	911	81
47	1410	468	911	78
48	1440	479	911	78
