	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1169	0
2	60	26	1154	16
3	90	129	1053	44
4	120	243	932	86
5	150	360	807	113
6	180	438	744	130
7	210	469	730	133
8	240	481	737	134
9	270	490	726	160
10	300	514	660	220
11	330	543	606	270
12	360	570	569	305
13	390	603	535	326
14	420	609	542	333
15	450	611	556	334
16	480	615	553	351
17	510	624	496	407
18	540	628	476	439
19	570	622	463	454
20	600	541	461	469
21	630	426	477	470
22	660	310	493	471
23	690	230	499	477
24	720	193	478	514
25	750	186	452	552
26	780	189	430	575
27	810	174	426	590
28	840	137	437	592
29	870	113	447	594
30	900	83	463	600
31	930	73	438	640
32	960	75	417	675
33	990	77	401	706
34	1020	69	401	719
35	1050	65	405	723
36	1080	56	411	724
37	1110	51	426	728
38	1140	44	419	752
39	1170	44	387	793
40	1200	49	365	820
41	1230	49	351	838
42	1260	48	361	843
43	1290	41	371	844
44	1320	37	372	849
45	1350	38	364	866
46	1380	41	349	894
47	1410	45	341	910
48	1440	46	335	926
