	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1171	0
2	60	11	1177	20
3	90	52	1029	147
4	120	85	884	288
5	150	103	792	387
6	180	109	761	431
7	210	125	756	445
8	240	161	708	486
9	270	196	655	522
10	300	218	629	557
11	330	224	624	573
12	360	238	629	578
13	390	271	607	592
14	420	299	585	608
15	450	313	573	621
16	480	315	576	627
17	510	333	566	636
18	540	373	532	643
19	570	411	498	640
20	600	424	492	534
21	630	430	495	393
22	660	449	485	290
23	690	482	469	235
24	720	509	451	228
25	750	521	448	198
26	780	523	459	158
27	810	537	455	120
28	840	557	451	103
29	870	582	441	101
30	900	593	441	92
31	930	594	458	75
32	960	617	452	61
33	990	644	429	59
34	1020	668	415	51
35	1050	676	418	45
36	1080	678	426	41
37	1110	700	416	35
38	1140	728	409	38
39	1170	750	398	39
40	1200	756	405	38
41	1230	758	415	34
42	1260	777	411	33
43	1290	807	396	36
44	1320	815	393	41
45	1350	823	397	42
46	1380	825	400	43
47	1410	843	391	41
48	1440	871	380	43
