	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	2	2
2	60	1150	40	13
3	90	1023	170	51
4	120	890	315	77
5	150	775	428	101
6	180	739	486	103
7	210	741	497	107
8	240	757	504	108
9	270	776	504	108
10	300	798	505	108
11	330	821	505	108
12	360	836	506	108
13	390	869	507	108
14	420	910	507	108
15	450	928	511	109
16	480	873	523	175
17	510	708	586	307
18	540	583	638	396
19	570	518	661	437
20	600	503	568	446
21	630	513	402	447
22	660	531	296	447
23	690	551	220	447
24	720	567	205	447
25	750	591	201	447
26	780	608	201	447
27	810	635	201	447
28	840	658	202	447
29	870	669	203	450
30	900	618	209	519
31	930	506	223	647
32	960	440	244	704
33	990	408	250	734
34	1020	402	205	744
35	1050	421	147	744
36	1080	431	101	744
37	1110	456	85	744
38	1140	466	84	744
39	1170	479	85	744
40	1200	496	86	744
41	1230	529	86	744
42	1260	551	86	744
43	1290	571	88	744
44	1320	523	92	803
45	1350	416	100	906
46	1380	354	114	964
47	1410	327	122	989
48	1440	329	112	994
