	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1181	2
2	60	11	1174	24
3	90	48	1062	126
4	120	85	916	257
5	150	114	804	358
6	180	129	736	429
7	210	152	690	477
8	240	175	653	515
9	270	195	637	532
10	300	219	616	550
11	330	237	616	556
12	360	251	618	572
13	390	265	604	583
14	420	279	604	590
15	450	296	597	593
16	480	312	612	597
17	510	321	621	599
18	540	336	634	601
19	570	361	622	594
20	600	375	640	510
21	630	382	650	384
22	660	401	646	277
23	690	416	644	212
24	720	431	645	158
25	750	446	651	119
26	780	473	639	106
27	810	492	642	92
28	840	510	649	83
29	870	522	657	71
30	900	547	645	65
31	930	572	641	60
32	960	588	635	62
33	990	600	635	62
34	1020	614	644	61
35	1050	640	633	62
36	1080	657	642	63
37	1110	672	648	58
38	1140	701	634	55
39	1170	713	641	56
40	1200	729	640	56
41	1230	744	645	60
42	1260	771	632	61
43	1290	790	631	59
44	1320	806	632	59
45	1350	826	625	61
46	1380	851	622	62
47	1410	862	629	60
48	1440	878	638	61
