	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1178	0
2	60	24	1172	10
3	90	107	1076	42
4	120	232	959	67
5	150	341	839	98
6	180	417	767	117
7	210	445	753	122
8	240	449	782	124
9	270	453	746	169
10	300	486	687	222
11	330	527	622	270
12	360	556	586	305
13	390	571	588	316
14	420	581	591	317
15	450	583	607	317
16	480	588	599	347
17	510	602	556	395
18	540	614	523	427
19	570	609	506	450
20	600	537	505	460
21	630	417	513	461
22	660	313	524	463
23	690	225	497	503
24	720	198	470	539
25	750	197	452	564
26	780	200	437	590
27	810	178	441	600
28	840	134	445	601
29	870	106	457	602
30	900	89	449	624
31	930	82	422	665
32	960	81	398	695
33	990	85	401	706
34	1020	72	417	712
35	1050	60	431	713
36	1080	48	440	718
37	1110	52	420	747
38	1140	51	394	781
39	1170	53	383	800
40	1200	53	383	812
41	1230	51	385	820
42	1260	44	395	821
43	1290	38	407	825
44	1320	35	395	859
45	1350	39	362	894
46	1380	40	357	915
47	1410	39	357	925
48	1440	37	357	931
