	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1177	0
2	60	18	1169	27
3	90	51	1061	129
4	120	76	932	267
5	150	106	830	370
6	180	124	781	421
7	210	128	774	441
8	240	155	753	459
9	270	205	691	490
10	300	237	648	523
11	330	260	621	548
12	360	272	618	559
13	390	277	639	562
14	420	311	620	566
15	450	353	587	576
16	480	386	554	595
17	510	406	550	605
18	540	418	555	613
19	570	421	568	602
20	600	456	549	514
21	630	501	510	372
22	660	527	490	273
23	690	539	499	220
24	720	540	509	198
25	750	543	521	186
26	780	573	513	156
27	810	608	494	127
28	840	631	481	101
29	870	642	484	92
30	900	647	496	90
31	930	653	509	87
32	960	686	487	83
33	990	720	467	67
34	1020	734	458	59
35	1050	744	468	51
36	1080	747	488	51
37	1110	752	500	52
38	1140	785	476	50
39	1170	820	455	48
40	1200	848	444	44
41	1230	858	441	45
42	1260	859	452	44
43	1290	866	452	44
44	1320	892	441	40
45	1350	923	417	41
46	1380	942	407	38
47	1410	959	408	37
48	1440	962	415	38
