	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1176	1	0
2	60	1177	28	12
3	90	1079	130	47
4	120	918	276	83
5	150	818	383	106
6	180	801	424	116
7	210	757	456	153
8	240	692	505	185
9	270	647	554	201
10	300	643	568	214
11	330	649	573	235
12	360	621	586	276
13	390	591	608	302
14	420	590	617	315
15	450	598	621	320
16	480	592	625	344
17	510	574	630	375
18	540	560	636	396
19	570	562	632	401
20	600	561	540	409
21	630	546	397	442
22	660	530	287	469
23	690	529	234	486
24	720	542	210	489
25	750	539	158	508
26	780	525	119	534
27	810	527	96	551
28	840	541	94	559
29	870	550	86	568
30	900	525	74	607
31	930	539	61	615
32	960	551	59	623
33	990	562	60	628
34	1020	560	57	659
35	1050	564	50	688
36	1080	566	49	707
37	1110	592	46	713
38	1140	605	45	724
39	1170	580	45	767
40	1200	563	48	796
41	1230	575	49	804
42	1260	589	51	808
43	1290	580	47	838
44	1320	541	52	887
45	1350	545	52	900
46	1380	554	49	905
47	1410	564	45	917
48	1440	537	44	961
