	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1167	1
2	60	13	1189	14
3	90	58	1038	151
4	120	84	879	318
5	150	86	812	410
6	180	87	813	428
7	210	87	847	430
8	240	89	876	432
9	270	147	822	453
10	300	210	718	511
11	330	225	694	554
12	360	229	700	568
13	390	229	734	572
14	420	230	752	575
15	450	266	729	578
16	480	337	666	604
17	510	372	624	629
18	540	380	642	640
19	570	382	649	638
20	600	383	670	527
21	630	388	685	357
22	660	451	641	261
23	690	514	590	240
24	720	524	580	253
25	750	525	597	254
26	780	525	613	245
27	810	529	630	184
28	840	563	614	139
29	870	637	551	134
30	900	662	534	144
31	930	663	546	145
32	960	664	560	146
33	990	664	584	126
34	1020	679	580	101
35	1050	755	514	93
36	1080	793	480	94
37	1110	801	480	96
38	1140	801	491	93
39	1170	801	505	87
40	1200	803	528	77
41	1230	849	492	67
42	1260	905	444	69
43	1290	924	432	73
44	1320	930	445	74
45	1350	930	460	73
46	1380	930	477	66
47	1410	950	477	50
48	1440	1018	425	48
