	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1169
2	60	21	13	1169
3	90	126	63	1039
4	120	300	93	855
5	150	396	107	772
6	180	432	108	763
7	210	440	108	778
8	240	441	108	807
9	270	443	108	834
10	300	445	108	857
11	330	446	108	886
12	360	447	108	909
13	390	447	108	936
14	420	449	108	957
15	450	451	123	973
16	480	479	252	845
17	510	549	382	675
18	540	595	446	580
19	570	614	453	563
20	600	531	455	579
21	630	365	456	587
22	660	242	456	613
23	690	205	456	628
24	720	197	456	646
25	750	196	456	674
26	780	196	456	696
27	810	198	456	707
28	840	198	457	727
29	870	208	502	700
30	900	229	636	567
31	930	261	728	461
32	960	283	752	426
33	990	265	754	430
34	1020	206	754	450
35	1050	147	754	466
36	1080	120	754	483
37	1110	112	754	499
38	1140	110	754	518
39	1170	109	754	529
40	1200	107	754	553
41	1230	106	754	569
42	1260	106	761	578
43	1290	110	843	507
44	1320	127	947	407
45	1350	143	987	359
46	1380	141	999	348
47	1410	125	999	362
48	1440	93	999	384
