	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1163	0	2
2	60	1160	20	22
3	90	1049	55	130
4	120	903	85	279
5	150	833	104	377
6	180	824	107	409
7	210	844	108	425
8	240	862	109	426
9	270	894	109	431
10	300	919	109	432
11	330	941	109	432
12	360	968	109	434
13	390	1007	109	435
14	420	1040	109	438
15	450	1023	155	445
16	480	848	322	482
17	510	679	437	555
18	540	608	483	589
19	570	602	496	594
20	600	623	497	511
21	630	642	497	366
22	660	660	497	255
23	690	680	497	210
24	720	699	497	194
25	750	723	497	192
26	780	735	497	187
27	810	764	497	186
28	840	766	510	187
29	870	662	640	195
30	900	525	775	222
31	930	454	827	251
32	960	451	840	253
33	990	453	840	227
34	1020	468	840	148
35	1050	479	840	104
36	1080	494	840	91
37	1110	513	840	85
38	1140	543	840	83
39	1170	566	840	82
40	1200	586	840	80
41	1230	609	841	79
42	1260	558	902	81
43	1290	444	1024	94
44	1320	393	1073	107
45	1350	386	1095	113
46	1380	395	1097	108
47	1410	407	1099	83
48	1440	423	1100	49
