	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1167
2	60	13	12	1187
3	90	64	122	1062
4	120	90	279	918
5	150	93	334	894
6	180	93	348	909
7	210	93	350	939
8	240	104	356	947
9	270	164	376	892
10	300	208	436	826
11	330	215	464	818
12	360	219	469	834
13	390	219	473	856
14	420	220	476	880
15	450	245	481	878
16	480	303	516	802
17	510	326	549	763
18	540	327	564	769
19	570	328	559	793
20	600	328	475	813
21	630	340	320	821
22	660	435	266	734
23	690	484	280	677
24	720	493	285	682
25	750	495	280	708
26	780	495	270	724
27	810	498	217	744
28	840	542	187	715
29	870	607	198	666
30	900	628	214	646
31	930	637	215	656
32	960	637	213	676
33	990	637	187	699
34	1020	665	156	694
35	1050	742	142	631
36	1080	764	154	622
37	1110	770	155	636
38	1140	770	155	658
39	1170	770	144	676
40	1200	772	104	698
41	1230	831	101	650
42	1260	885	114	612
43	1290	895	120	608
44	1320	896	124	624
45	1350	896	120	644
46	1380	896	101	664
47	1410	926	79	644
48	1440	996	89	582
