	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	0	0
2	60	1186	5	4
3	90	1184	43	15
4	120	1165	89	19
5	150	1183	99	20
6	180	1223	101	20
7	210	1277	109	20
8	240	1314	110	20
9	270	1346	114	20
10	300	1378	116	20
11	330	1417	117	20
12	360	1443	125	20
13	390	1487	134	20
14	420	1513	138	20
15	450	1536	144	38
16	480	1527	156	67
17	510	1546	172	75
18	540	1580	175	77
19	570	1623	178	77
20	600	1670	153	77
21	630	1713	106	77
22	660	1768	93	77
23	690	1810	92	77
24	720	1847	92	77
25	750	1908	88	77
26	780	1963	85	77
27	810	2041	85	78
28	840	2062	91	104
29	870	2094	102	117
30	900	2150	103	124
31	930	2200	104	124
32	960	2261	98	124
33	990	2319	90	124
34	1020	2382	76	124
35	1050	2434	76	124
36	1080	2500	72	124
37	1110	2575	75	124
38	1140	2637	77	124
39	1170	2702	75	124
40	1200	2787	75	126
41	1230	2821	82	160
42	1260	2853	92	166
43	1290	2906	98	168
44	1320	2994	99	168
45	1350	3071	97	168
46	1380	3135	91	168
47	1410	3207	81	168
48	1440	3283	78	168
