	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	0
2	60	1160	10	26
3	90	1052	46	130
4	120	913	78	263
5	150	784	109	388
6	180	740	124	443
7	210	723	137	469
8	240	679	187	497
9	270	622	214	540
10	300	596	237	562
11	330	586	248	578
12	360	584	255	590
13	390	568	283	598
14	420	543	322	611
15	450	528	349	620
16	480	523	357	628
17	510	528	362	631
18	540	532	371	635
19	570	503	411	625
20	600	482	434	541
21	630	483	451	412
22	660	496	455	288
23	690	512	459	224
24	720	502	484	193
25	750	500	513	172
26	780	478	543	139
27	810	484	553	108
28	840	497	557	90
29	870	488	581	86
30	900	454	624	78
31	930	440	647	67
32	960	447	656	62
33	990	459	662	56
34	1020	469	665	55
35	1050	451	690	54
36	1080	435	715	51
37	1110	431	731	43
38	1140	436	736	40
39	1170	447	739	40
40	1200	428	763	43
41	1230	408	788	47
42	1260	400	802	48
43	1290	399	817	47
44	1320	405	821	49
45	1350	404	830	50
46	1380	396	853	49
47	1410	383	876	48
48	1440	384	883	49
