	time	tnf
0	0	0.0
1	30	4075.2312681383696
2	60	1784.8209506728615
3	90	781.0515243959152
4	120	341.4716668615358
5	150	149.12712806617319
6	180	65.0637221283111
7	210	28.366306407176857
8	240	12.360420982918507
9	270	5.384132682061159
10	300	2.3448047241876755
11	330	1.020998805145915
12	360	0.44450812724900807
13	390	0.19349595500652975
14	420	4536.779129321285
15	450	2049.584795782157
16	480	897.3673993020648
17	510	392.68800699586336
18	540	171.72776241441858
19	570	75.04783407443857
20	600	32.77732158605235
21	630	14.308801493130181
22	660	6.244527659844041
23	690	2.7245981959093983
24	720	1.188588138907553
25	750	0.5184359684893263
26	780	0.22609940170955853
27	810	4473.26937350965
28	840	2352.028719470101
29	870	1029.9956696049042
30	900	450.85769640158463
31	930	197.2517501187756
32	960	86.24990675588083
33	990	37.69459704793004
34	1020	16.467167724479232
35	1050	7.191746240070628
36	1080	3.140230377735579
37	1110	1.3709452953988732
38	1140	0.5984403485510472
39	1170	0.26119495626318795
40	1200	4374.991823649903
41	1230	2698.9629648408923
42	1260	1181.9942669659547
43	1290	517.4634996922475
44	1320	226.44654816611612
45	1350	99.04653890461688
46	1380	43.30165576127114
47	1410	18.923835866420042
48	1440	8.268141310111917
