	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1177
2	60	14	21	1174
3	90	54	142	1055
4	120	91	252	942
5	150	110	357	850
6	180	120	402	820
7	210	122	420	839
8	240	122	423	853
9	270	122	425	872
10	300	122	427	896
11	330	126	427	919
12	360	222	446	825
13	390	332	486	698
14	420	388	517	631
15	450	413	546	598
16	480	420	558	602
17	510	420	562	627
18	540	421	565	648
19	570	421	554	664
20	600	421	459	691
21	630	445	338	682
22	660	538	244	600
23	690	622	213	514
24	720	659	208	477
25	750	675	212	473
26	780	677	213	489
27	810	677	212	507
28	840	677	212	524
29	870	677	201	540
30	900	678	158	552
31	930	707	129	539
32	960	787	108	462
33	990	826	105	433
34	1020	839	108	431
35	1050	849	108	428
36	1080	849	108	439
37	1110	849	108	451
38	1140	849	109	465
39	1170	849	97	475
40	1200	850	74	488
41	1230	894	60	452
42	1260	957	54	391
43	1290	990	53	364
44	1320	1000	54	367
45	1350	1003	57	374
46	1380	1005	59	384
47	1410	1006	59	394
48	1440	1006	59	405
