	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1167
2	60	29	14	1163
3	90	146	56	1032
4	120	288	88	884
5	150	394	118	778
6	180	482	132	706
7	210	538	154	647
8	240	571	166	626
9	270	601	184	597
10	300	622	205	575
11	330	629	223	570
12	360	643	233	569
13	390	651	241	571
14	420	653	251	578
15	450	660	262	577
16	480	665	271	583
17	510	667	288	579
18	540	666	295	587
19	570	653	306	599
20	600	561	323	594
21	630	409	335	598
22	660	303	342	607
23	690	228	353	609
24	720	155	360	616
25	750	123	367	625
26	780	100	379	639
27	810	76	389	645
28	840	68	398	659
29	870	57	408	663
30	900	50	419	671
31	930	54	426	677
32	960	53	439	674
33	990	47	446	694
34	1020	47	458	697
35	1050	45	471	702
36	1080	45	481	702
37	1110	43	492	714
38	1140	44	502	724
39	1170	43	515	736
40	1200	37	529	741
41	1230	37	549	742
42	1260	36	572	754
43	1290	33	582	773
44	1320	33	600	778
45	1350	30	617	790
46	1380	34	638	787
47	1410	33	660	785
48	1440	28	678	807
