	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1170	0
2	60	19	1179	11
3	90	130	1062	51
4	120	318	873	77
5	150	390	828	82
6	180	410	836	82
7	210	417	854	82
8	240	418	876	82
9	270	418	907	82
10	300	420	926	82
11	330	424	956	82
12	360	425	983	82
13	390	426	1013	82
14	420	432	1015	105
15	450	453	891	233
16	480	531	748	329
17	510	558	726	343
18	540	561	740	345
19	570	552	758	346
20	600	469	774	346
21	630	281	802	346
22	660	190	828	346
23	690	165	855	346
24	720	159	879	346
25	750	156	911	346
26	780	157	930	355
27	810	173	832	468
28	840	204	701	586
29	870	226	661	617
30	900	236	670	620
31	930	234	692	620
32	960	219	722	620
33	990	143	742	620
34	1020	112	764	620
35	1050	104	785	620
36	1080	103	809	620
37	1110	102	833	620
38	1140	100	848	621
39	1170	110	785	705
40	1200	139	636	839
41	1230	166	576	887
42	1260	178	572	896
43	1290	183	589	897
44	1320	171	617	897
45	1350	135	644	897
46	1380	112	672	897
47	1410	99	696	897
48	1440	97	723	897
