	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1176
2	60	17	19	1181
3	90	139	66	1046
4	120	319	96	866
5	150	408	107	787
6	180	427	107	797
7	210	432	107	816
8	240	435	127	820
9	270	483	200	728
10	300	535	236	663
11	330	559	248	647
12	360	564	248	659
13	390	565	248	681
14	420	566	261	692
15	450	574	323	639
16	480	601	377	578
17	510	616	391	563
18	540	617	391	578
19	570	612	391	601
20	600	519	398	610
21	630	343	453	562
22	660	256	513	499
23	690	237	528	488
24	720	235	531	494
25	750	232	531	517
26	780	192	533	525
27	810	148	580	497
28	840	126	618	465
29	870	120	627	473
30	900	122	628	486
31	930	122	628	506
32	960	118	628	522
33	990	98	664	500
34	1020	81	708	462
35	1050	86	720	460
36	1080	90	725	465
37	1110	90	725	478
38	1140	87	727	491
39	1170	71	780	454
40	1200	62	841	393
41	1230	60	854	388
42	1260	66	856	393
43	1290	67	857	403
44	1320	66	857	414
45	1350	56	884	404
46	1380	58	933	361
47	1410	56	941	368
48	1440	56	945	378
