	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1164	3
2	60	25	1154	28
3	90	58	1039	142
4	120	86	929	258
5	150	116	838	350
6	180	127	803	402
7	210	129	807	419
8	240	129	820	423
9	270	129	835	429
10	300	161	830	431
11	330	254	718	474
12	360	323	634	512
13	390	360	569	560
14	420	366	567	579
15	450	368	576	583
16	480	368	597	585
17	510	368	614	585
18	540	388	617	583
19	570	465	542	584
20	600	519	479	511
21	630	544	449	395
22	660	554	450	311
23	690	558	463	253
24	720	558	479	231
25	750	558	494	227
26	780	566	502	222
27	810	618	459	227
28	840	665	417	208
29	870	696	389	173
30	900	706	384	127
31	930	708	388	108
32	960	708	406	104
33	990	708	416	102
34	1020	711	426	103
35	1050	754	383	112
36	1080	783	354	112
37	1110	820	325	89
38	1140	838	313	70
39	1170	841	315	66
40	1200	841	322	64
41	1230	841	336	64
42	1260	841	344	63
43	1290	868	320	66
44	1320	909	287	68
45	1350	935	272	58
46	1380	945	272	48
47	1410	945	282	45
48	1440	945	292	45
