	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	1	0
2	60	1189	16	15
3	90	1049	130	75
4	120	885	293	96
5	150	821	377	107
6	180	825	390	108
7	210	842	396	108
8	240	855	401	108
9	270	887	402	108
10	300	903	404	108
11	330	926	405	108
12	360	952	406	108
13	390	972	408	108
14	420	1000	408	114
15	450	954	427	178
16	480	767	499	320
17	510	681	557	374
18	540	671	573	382
19	570	681	570	384
20	600	706	484	384
21	630	736	315	384
22	660	755	207	384
23	690	791	192	384
24	720	822	187	384
25	750	849	183	384
26	780	878	183	384
27	810	896	181	388
28	840	821	191	479
29	870	663	221	628
30	900	612	243	671
31	930	617	250	677
32	960	639	239	677
33	990	655	185	678
34	1020	675	115	678
35	1050	698	95	678
36	1080	716	87	678
37	1110	746	87	678
38	1140	774	88	678
39	1170	793	89	678
40	1200	812	93	688
41	1230	719	99	796
42	1260	591	119	922
43	1290	559	132	961
44	1320	569	138	970
45	1350	584	131	970
46	1380	603	102	970
47	1410	625	77	970
48	1440	646	69	970
