	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	1
2	60	1178	15	12
3	90	1029	73	142
4	120	859	90	326
5	150	795	97	408
6	180	790	98	428
7	210	803	98	435
8	240	822	104	436
9	270	781	165	451
10	300	692	231	501
11	330	649	255	539
12	360	650	257	559
13	390	670	257	561
14	420	693	258	562
15	450	687	283	568
16	480	625	354	590
17	510	601	381	609
18	540	596	385	620
19	570	599	388	618
20	600	619	389	526
21	630	630	396	335
22	660	582	463	231
23	690	526	514	233
24	720	519	527	232
25	750	525	531	231
26	780	540	531	223
27	810	558	531	179
28	840	526	576	138
29	870	457	644	125
30	900	441	665	136
31	930	449	667	140
32	960	464	667	137
33	990	478	667	124
34	1020	479	682	102
35	1050	425	741	92
36	1080	393	778	94
37	1110	384	790	99
38	1140	400	791	100
39	1170	416	791	91
40	1200	427	793	76
41	1230	398	829	61
42	1260	354	879	62
43	1290	343	895	64
44	1320	356	896	64
45	1350	365	897	63
46	1380	380	897	53
47	1410	367	917	39
48	1440	335	959	35
