	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1165	1	0
2	60	1179	18	10
3	90	1064	136	44
4	120	893	302	83
5	150	797	401	100
6	180	762	450	107
7	210	743	474	127
8	240	693	517	162
9	270	636	565	194
10	300	603	591	220
11	330	592	604	229
12	360	588	609	248
13	390	543	626	298
14	420	521	639	328
15	450	525	651	337
16	480	534	655	340
17	510	537	657	363
18	540	506	658	407
19	570	500	653	431
20	600	499	563	438
21	630	516	405	444
22	660	504	283	465
23	690	502	234	485
24	720	495	214	507
25	750	503	180	514
26	780	517	138	517
27	810	518	100	526
28	840	508	90	556
29	870	503	87	579
30	900	509	73	591
31	930	520	63	593
32	960	517	54	612
33	990	506	50	639
34	1020	493	54	660
35	1050	502	51	667
36	1080	511	47	667
37	1110	509	44	683
38	1140	483	47	727
39	1170	474	49	745
40	1200	474	48	749
41	1230	487	45	754
42	1260	484	45	771
43	1290	472	45	798
44	1320	463	48	820
45	1350	469	47	826
46	1380	486	46	828
47	1410	479	48	846
48	1440	462	49	872
