	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1170
2	60	8	34	1168
3	90	40	144	1077
4	120	72	292	922
5	150	89	406	821
6	180	100	445	811
7	210	133	472	784
8	240	186	524	706
9	270	210	567	668
10	300	220	581	666
11	330	231	594	668
12	360	267	610	630
13	390	304	630	592
14	420	319	638	587
15	450	328	644	598
16	480	348	645	598
17	510	381	648	578
18	540	403	654	573
19	570	412	643	583
20	600	424	554	588
21	630	456	401	567
22	660	498	292	539
23	690	508	233	542
24	720	514	213	563
25	750	534	164	549
26	780	566	121	528
27	810	589	109	510
28	840	599	101	512
29	870	606	86	527
30	900	632	67	510
31	930	660	62	493
32	960	680	59	490
33	990	683	63	503
34	1020	691	62	506
35	1050	728	57	483
36	1080	747	52	477
37	1110	759	51	475
38	1140	762	53	485
39	1170	785	49	477
40	1200	814	52	459
41	1230	830	52	458
42	1260	839	52	463
43	1290	846	52	473
44	1320	880	47	462
45	1350	908	51	442
46	1380	922	52	433
47	1410	927	50	443
48	1440	945	48	435
