	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	0
2	60	17	1172	26
3	90	60	1041	142
4	120	99	864	309
5	150	117	781	404
6	180	126	752	452
7	210	154	718	485
8	240	185	664	534
9	270	201	621	583
10	300	217	593	609
11	330	228	588	615
12	360	257	567	629
13	390	278	541	650
14	420	294	533	664
15	450	303	542	669
16	480	333	529	676
17	510	356	522	684
18	540	373	529	687
19	570	378	541	679
20	600	393	540	580
21	630	429	520	418
22	660	461	492	316
23	690	472	493	255
24	720	477	502	226
25	750	497	489	187
26	780	529	474	135
27	810	546	470	107
28	840	557	466	101
29	870	564	471	89
30	900	581	472	70
31	930	603	465	60
32	960	617	463	56
33	990	620	467	52
34	1020	640	463	47
35	1050	664	458	43
36	1080	679	456	40
37	1110	685	465	40
38	1140	695	469	38
39	1170	719	462	38
40	1200	731	461	39
41	1230	742	464	41
42	1260	749	476	39
43	1290	763	475	39
44	1320	790	455	38
45	1350	801	453	42
46	1380	814	449	42
47	1410	825	449	44
48	1440	842	444	42
