	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	1	1173
2	60	36	20	1147
3	90	145	63	1039
4	120	301	98	869
5	150	419	116	767
6	180	449	117	759
7	210	463	117	781
8	240	463	117	810
9	270	466	117	829
10	300	466	117	866
11	330	467	117	891
12	360	469	117	920
13	390	472	117	948
14	420	473	117	991
15	450	473	117	1017
16	480	478	117	1058
17	510	478	117	1085
18	540	475	117	1125
19	570	459	117	1159
20	600	365	168	1158
21	630	258	416	909
22	660	201	573	691
23	690	208	637	593
24	720	203	652	590
25	750	206	654	612
26	780	205	654	638
27	810	207	654	664
28	840	206	654	693
29	870	205	654	713
30	900	203	654	735
31	930	202	654	769
32	960	202	654	787
33	990	198	654	813
34	1020	198	654	835
35	1050	199	654	856
36	1080	197	654	877
37	1110	198	654	915
38	1140	170	663	929
39	1170	106	795	816
40	1200	82	1002	599
41	1230	101	1097	486
42	1260	112	1115	465
43	1290	117	1120	474
44	1320	117	1120	487
45	1350	117	1120	497
46	1380	116	1120	518
47	1410	116	1120	532
48	1440	117	1120	553
