	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1160	1
2	60	10	1160	23
3	90	42	1072	121
4	120	70	934	267
5	150	97	838	359
6	180	115	783	422
7	210	147	738	456
8	240	177	696	492
9	270	197	658	523
10	300	216	624	559
11	330	226	620	571
12	360	252	606	580
13	390	271	591	596
14	420	290	593	601
15	450	309	587	608
16	480	317	590	613
17	510	349	579	616
18	540	369	572	619
19	570	379	571	606
20	600	392	573	540
21	630	405	583	393
22	660	432	571	283
23	690	448	579	224
24	720	466	578	186
25	750	477	578	158
26	780	491	589	126
27	810	514	580	98
28	840	529	583	81
29	870	540	589	71
30	900	554	589	57
31	930	578	583	53
32	960	608	573	46
33	990	635	572	46
34	1020	648	577	46
35	1050	663	573	48
36	1080	689	566	42
37	1110	707	563	47
38	1140	728	562	46
39	1170	742	559	47
40	1200	750	570	46
41	1230	781	557	45
42	1260	800	545	45
43	1290	816	539	48
44	1320	831	543	50
45	1350	845	545	46
46	1380	875	530	46
47	1410	897	526	47
48	1440	911	528	46
