	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1176	1	1
2	60	1167	35	18
3	90	1045	156	57
4	120	904	296	87
5	150	807	389	116
6	180	758	453	128
7	210	753	486	132
8	240	773	491	133
9	270	760	497	160
10	300	694	532	211
11	330	626	577	251
12	360	594	603	275
13	390	592	615	292
14	420	600	621	293
15	450	618	621	295
16	480	604	629	327
17	510	597	635	360
18	540	560	650	403
19	570	550	634	428
20	600	538	542	445
21	630	572	406	446
22	660	592	298	449
23	690	594	225	469
24	720	556	194	520
25	750	529	196	557
26	780	508	199	583
27	810	505	174	597
28	840	518	124	601
29	870	535	104	601
30	900	527	93	633
31	930	480	97	689
32	960	457	100	729
33	990	455	100	747
34	1020	463	95	755
35	1050	476	80	756
36	1080	493	77	756
37	1110	485	71	777
38	1140	452	68	821
39	1170	436	73	852
40	1200	429	77	865
41	1230	426	73	873
42	1260	434	68	874
43	1290	445	60	874
44	1320	429	58	899
45	1350	409	59	930
46	1380	395	64	960
47	1410	385	61	976
48	1440	388	51	984
